t,dr,cr,cr2a,cr2b,pv,fdr,fcr,T,Vpz1,Vpz2,Vpzbg,Vadcbg
1502799820.793651, 0.171, 0.812, 1.511, 1.502, 88, 0.171, 0.812, 0.000, 0.812109375, 0.0451171875, 0.01611328125, 0.01611328125 
1502799820.895374, 0.822, 0.786, 1.502, 1.473, 88, 0.822, 0.786, 0.000, 0.812109375, 0.0322265625, 0.012890625, 0.01611328125 
1502799820.997141, 0.119, 0.802, 1.560, 1.560, 88, 0.119, 0.802, 0.000, 0.812109375, 0.0515625, 0.01611328125, 0.012890625 
1502799821.099009, 0.728, 0.786, 1.502, 1.492, 88, 0.728, 0.786, 0.000, 0.80244140625, 0.0322265625, 0.012890625, 0.01611328125 
1502799821.200711, 0.203, 0.790, 1.560, 1.534, 88, 0.203, 0.790, 0.000, 0.8314453125, 0.038671875, 0.01611328125, 0.01611328125 
1502799821.302397, 0.831, 0.780, 1.502, 1.502, 88, 0.831, 0.780, 0.000, 0.79921875, 0.0322265625, 0.02578125, 0.02900390625 
1502799821.404118, 0.725, 0.799, 1.540, 1.553, 88, 0.725, 0.799, 0.000, 0.82822265625, 0.0451171875, 0.02900390625, 0.02578125 
1502799821.505822, 0.709, 0.802, 1.508, 1.502, 88, 0.709, 0.802, 0.000, 0.80244140625, 0.04189453125, 0.03544921875, 0.03544921875 
1502799821.607480, 0.735, 0.780, 1.502, 1.502, 88, 0.735, 0.780, 0.000, 0.82177734375, 0.064453125, 0.0451171875, 0.038671875 
1502799821.709290, 0.754, 0.812, 1.560, 1.502, 88, 0.754, 0.812, 0.000, 0.812109375, 0.0580078125, 0.03544921875, 0.038671875 
1502799821.811005, 0.719, 0.780, 1.492, 1.476, 88, 0.719, 0.780, 0.000, 0.82177734375, 0.04189453125, 0.0322265625, 0.0322265625 
1502799821.912753, 0.719, 0.812, 1.560, 1.502, 88, 0.719, 0.812, 0.000, 0.812109375, 0.0451171875, 0.02578125, 0.02578125 
1502799822.014830, 0.854, 0.780, 1.502, 1.502, 88, 0.854, 0.780, 0.000, 0.82177734375, 0.038671875, 0.02900390625, 0.02578125 
1502799822.116689, 0.667, 0.812, 1.563, 1.518, 88, 0.667, 0.812, 0.000, 0.82177734375, 0.02900390625, 0.012890625, 0.012890625 
1502799822.218536, 0.748, 0.786, 1.502, 1.511, 88, 0.748, 0.786, 0.000, 0.8314453125, 0.03544921875, 0.01611328125, 0.01611328125 
1502799822.320460, 0.161, 0.812, 1.518, 1.511, 88, 0.161, 0.812, 0.000, 0.812109375, 0.0322265625, 0.02900390625, 0.02578125 
1502799822.422295, 0.857, 0.780, 1.492, 1.492, 88, 0.857, 0.780, 0.000, 0.812109375, 0.03544921875, 0.01611328125, 0.01611328125 
1502799822.524026, 0.148, 0.812, 1.560, 1.534, 88, 0.148, 0.812, 0.000, 0.82177734375, 0.0451171875, 0.02900390625, 0.02578125 
1502799822.625934, 0.709, 0.780, 1.511, 1.511, 88, 0.709, 0.780, 0.000, 0.812109375, 0.03544921875, 0.02900390625, 0.02900390625 
1502799822.727705, 0.151, 0.812, 1.560, 1.518, 88, 0.151, 0.812, 0.000, 0.80244140625, 0.0322265625, 0.02900390625, 0.02578125 
1502799822.829578, 0.799, 0.790, 1.502, 1.476, 88, 0.799, 0.790, 0.000, 0.79921875, 0.02578125, 0.02578125, 0.02578125 
1502799822.931287, 0.667, 0.780, 1.544, 1.540, 88, 0.667, 0.780, 0.000, 0.837890625, 0.0515625, 0.02578125, 0.01611328125 
1502799823.033003, 0.751, 0.812, 1.553, 1.518, 88, 0.751, 0.812, 0.000, 0.79921875, 0.03544921875, 0.02578125, 0.02578125 
1502799823.134756, 0.828, 0.812, 1.508, 1.492, 88, 0.828, 0.812, 0.000, 0.812109375, 0.02578125, 0.01611328125, 0.01611328125 
1502799823.236519, 0.667, 0.780, 1.508, 1.502, 88, 0.667, 0.780, 0.000, 0.812109375, 0.02900390625, 0.01611328125, 0.01611328125 
1502799823.338325, 0.686, 0.802, 1.563, 1.553, 88, 0.686, 0.802, 0.000, 0.82822265625, 0.0580078125, 0.02578125, 0.02578125 
1502799823.440396, 0.722, 0.780, 1.502, 1.473, 88, 0.722, 0.780, 0.000, 0.82177734375, 0.03544921875, 0.02578125, 0.02900390625 
1502799823.542204, 0.870, 0.780, 1.502, 1.502, 88, 0.870, 0.780, 0.000, 0.837890625, 0.06123046875, 0.03544921875, 0.03544921875 
1502799823.643966, 0.686, 0.780, 1.534, 1.544, 88, 0.686, 0.780, 0.000, 0.82177734375, 0.05478515625, 0.02900390625, 0.02900390625 
1502799823.745677, 0.748, 0.812, 1.563, 1.547, 88, 0.748, 0.812, 0.000, 0.812109375, 0.04189453125, 0.02578125, 0.02578125 
1502799823.847389, 0.180, 0.812, 1.550, 1.502, 88, 0.180, 0.812, 0.000, 0.82822265625, 0.02578125, 0.01611328125, 0.01611328125 
1502799823.949197, 0.873, 0.799, 1.511, 1.473, 88, 0.873, 0.799, 0.000, 0.80244140625, 0.0322265625, 0.02578125, 0.02578125 
1502799824.050960, 0.180, 0.780, 1.476, 1.518, 88, 0.180, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.01611328125, 0.0064453125 
1502799824.152665, 0.709, 0.780, 1.511, 1.502, 88, 0.709, 0.780, 0.000, 0.812109375, 0.02578125, 0.01611328125, 0.012890625 
1502799824.254359, 0.161, 0.780, 1.511, 1.534, 88, 0.161, 0.780, 0.000, 0.8314453125, 0.02578125, 0.012890625, 0.0064453125 
1502799824.356028, 0.799, 0.790, 1.534, 1.547, 88, 0.799, 0.790, 0.000, 0.80244140625, 0.04189453125, 0.01611328125, 0.01611328125 
1502799824.457888, 0.728, 0.802, 1.560, 1.540, 88, 0.728, 0.802, 0.000, 0.812109375, 0.0580078125, 0.02578125, 0.02578125 
1502799824.559767, 0.664, 0.812, 1.524, 1.511, 88, 0.664, 0.812, 0.000, 0.79921875, 0.0515625, 0.01611328125, 0.02578125 
1502799824.661448, 0.754, 0.819, 1.550, 1.511, 88, 0.754, 0.819, 0.000, 0.812109375, 0.0580078125, 0.02578125, 0.02578125 
1502799824.763188, 0.722, 0.799, 1.511, 1.492, 88, 0.722, 0.799, 0.000, 0.79921875, 0.06767578125, 0.02900390625, 0.0322265625 
1502799824.864893, 0.802, 0.780, 1.511, 1.502, 88, 0.802, 0.780, 0.000, 0.812109375, 0.0515625, 0.02900390625, 0.0322265625 
1502799824.967047, 0.715, 0.790, 1.492, 1.547, 88, 0.715, 0.790, 0.000, 0.79921875, 0.04189453125, 0.012890625, 0.01611328125 
1502799825.070637, 0.857, 0.799, 1.547, 1.518, 88, 0.857, 0.799, 0.000, 0.812109375, 0.02578125, 0.01611328125, 0.01611328125 
1502799825.172850, 0.728, 0.780, 1.511, 1.473, 88, 0.728, 0.780, 0.000, 0.8185546875, 0.038671875, 0.01611328125, 0.02578125 
1502799825.274713, 0.754, 0.790, 1.502, 1.511, 88, 0.754, 0.790, 0.000, 0.82177734375, 0.04189453125, 0.01611328125, 0.01611328125 
1502799825.376491, 0.193, 0.780, 1.511, 1.534, 88, 0.193, 0.780, 0.000, 0.8185546875, 0.04189453125, 0.01611328125, 0.01611328125 
1502799825.478310, 0.857, 0.802, 1.573, 1.553, 88, 0.857, 0.802, 0.000, 0.812109375, 0.0451171875, 0.02578125, 0.02900390625 
1502799825.580122, 0.184, 0.812, 1.534, 1.473, 88, 0.184, 0.812, 0.000, 0.812109375, 0.05478515625, 0.02900390625, 0.02900390625 
1502799825.681970, 0.709, 0.780, 1.502, 1.476, 88, 0.709, 0.780, 0.000, 0.79921875, 0.0322265625, 0.02578125, 0.02900390625 
1502799825.783953, 0.200, 0.780, 1.492, 1.502, 88, 0.200, 0.780, 0.000, 0.82177734375, 0.0451171875, 0.02578125, 0.01611328125 
1502799825.885813, 0.822, 0.786, 1.550, 1.540, 88, 0.822, 0.786, 0.000, 0.812109375, 0.03544921875, 0.012890625, 0.01611328125 
1502799825.987820, 0.709, 0.819, 1.550, 1.502, 88, 0.709, 0.819, 0.000, 0.8185546875, 0.01611328125, 0.01611328125, 0.012890625 
1502799826.089811, 0.651, 0.767, 1.473, 1.470, 37, 0.651, 0.767, 0.000, 0.78955078125, 0.02578125, 0.012890625, 0.012890625 
1502799826.192021, 0.667, 0.767, 1.492, 1.502, 60, 0.667, 0.767, 0.000, 0.812109375, 0.01611328125, 0.0, 0.00322265625 
1502799826.294033, 0.151, 0.812, 1.560, 1.547, 91, 0.151, 0.812, 0.000, 0.812109375, 0.038671875, 0.012890625, 0.01611328125 
1502799826.395802, 0.819, 0.838, 1.560, 1.534, 105, 0.819, 0.838, 0.000, 0.812109375, 0.0451171875, 0.02900390625, 0.02900390625 
1502799826.497736, 0.709, 0.767, 1.492, 1.473, 0, 0.709, 0.767, 0.000, 0.78955078125, 0.04189453125, 0.02900390625, 0.02900390625 
1502799826.599588, 0.667, 0.770, 1.476, 1.457, 35, 0.667, 0.770, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.0064453125 
1502799826.701339, 0.110, 0.819, 1.560, 1.563, 91, 0.110, 0.819, 0.000, 0.82822265625, 0.07412109375, 0.038671875, 0.0322265625 
1502799826.803079, 0.193, 0.767, 1.473, 1.450, 16, 0.193, 0.767, 0.000, 0.77666015625, 0.0580078125, 0.02900390625, 0.02900390625 
1502799826.904800, 0.193, 0.854, 1.579, 1.553, 93, 0.193, 0.854, 0.000, 0.80244140625, 0.04189453125, 0.02578125, 0.01611328125 
1502799827.006504, 0.683, 0.854, 1.637, 1.605, 128, 0.683, 0.854, 0.000, 0.82177734375, 0.04189453125, 0.02900390625, 0.02900390625 
1502799827.108376, 0.857, 0.767, 1.502, 1.502, 88, 0.857, 0.767, 0.000, 0.812109375, 0.04189453125, 0.04189453125, 0.0451171875 
1502799827.210785, 0.677, 0.799, 1.502, 1.492, 88, 0.677, 0.799, 0.000, 0.812109375, 0.0322265625, 0.01611328125, 0.012890625 
1502799827.312536, 0.851, 0.780, 1.553, 1.534, 88, 0.851, 0.780, 0.000, 0.8185546875, 0.0580078125, 0.02578125, 0.02578125 
1502799827.413883, 0.693, 0.802, 1.553, 1.518, 88, 0.693, 0.802, 0.000, 0.8185546875, 0.0515625, 0.01611328125, 0.01611328125 
1502799827.515169, 0.709, 0.812, 1.553, 1.560, 88, 0.709, 0.812, 0.000, 0.8185546875, 0.064453125, 0.02900390625, 0.0322265625 
1502799827.616420, 0.709, 0.780, 1.492, 1.479, 88, 0.709, 0.780, 0.000, 0.80244140625, 0.064453125, 0.0322265625, 0.0322265625 
1502799827.717603, 0.780, 0.812, 1.534, 1.502, 88, 0.780, 0.812, 0.000, 0.80244140625, 0.0451171875, 0.0322265625, 0.0322265625 
1502799827.818897, 0.812, 0.799, 1.534, 1.544, 88, 0.812, 0.799, 0.000, 0.8314453125, 0.0580078125, 0.02578125, 0.02900390625 
1502799827.920129, 0.645, 0.802, 1.553, 1.553, 88, 0.645, 0.802, 0.000, 0.8185546875, 0.0580078125, 0.02900390625, 0.02578125 
1502799828.021648, 0.780, 0.812, 1.563, 1.540, 88, 0.780, 0.812, 0.000, 0.82177734375, 0.06767578125, 0.0322265625, 0.0322265625 
1502799828.122901, 0.184, 0.790, 1.511, 1.511, 88, 0.184, 0.790, 0.000, 0.80244140625, 0.0451171875, 0.02578125, 0.02900390625 
1502799828.224122, 0.893, 0.790, 1.518, 1.492, 88, 0.893, 0.790, 0.000, 0.812109375, 0.038671875, 0.02578125, 0.02578125 
1502799828.325303, 0.709, 0.780, 1.511, 1.492, 88, 0.709, 0.780, 0.000, 0.8185546875, 0.0451171875, 0.01611328125, 0.02578125 
1502799828.426470, 0.770, 0.780, 1.511, 1.492, 88, 0.770, 0.780, 0.000, 0.79921875, 0.05478515625, 0.02578125, 0.01611328125 
1502799828.527724, 0.654, 0.780, 1.473, 1.502, 88, 0.654, 0.780, 0.000, 0.812109375, 0.0451171875, 0.02900390625, 0.02578125 
1502799828.629398, 0.873, 0.777, 1.508, 1.518, 88, 0.873, 0.777, 0.000, 0.812109375, 0.0451171875, 0.02900390625, 0.02900390625 
1502799828.730762, 0.667, 0.780, 1.540, 1.550, 88, 0.667, 0.780, 0.000, 0.837890625, 0.0580078125, 0.02578125, 0.02578125 
1502799828.832062, 0.677, 0.786, 1.547, 1.547, 88, 0.677, 0.786, 0.000, 0.82177734375, 0.0515625, 0.02900390625, 0.02900390625 
1502799828.933286, 0.657, 0.780, 1.544, 1.511, 88, 0.657, 0.780, 0.000, 0.82822265625, 0.0515625, 0.02900390625, 0.02578125 
1502799829.034512, 0.799, 0.786, 1.534, 1.534, 88, 0.799, 0.786, 0.000, 0.8185546875, 0.0515625, 0.02578125, 0.02900390625 
1502799829.135954, 0.738, 0.799, 1.560, 1.560, 88, 0.738, 0.799, 0.000, 0.837890625, 0.0451171875, 0.02578125, 0.02578125 
1502799829.237404, 0.677, 0.799, 1.544, 1.492, 88, 0.677, 0.799, 0.000, 0.812109375, 0.0451171875, 0.01611328125, 0.02578125 
1502799829.338817, 0.851, 0.780, 1.492, 1.476, 88, 0.851, 0.780, 0.000, 0.812109375, 0.0451171875, 0.02900390625, 0.0322265625 
1502799829.440348, 0.180, 0.780, 1.508, 1.518, 88, 0.180, 0.780, 0.000, 0.812109375, 0.05478515625, 0.02578125, 0.02578125 
1502799829.541801, 0.780, 0.812, 1.534, 1.502, 95, 0.780, 0.812, 0.000, 0.80244140625, 0.03544921875, 0.0064453125, 0.012890625 
1502799829.644055, 0.203, 0.770, 1.476, 1.470, 80, 0.203, 0.770, 0.000, 0.80244140625, 0.0451171875, 0.02578125, 0.02578125 
1502799829.745550, 0.819, 0.754, 1.476, 1.473, 30, 0.819, 0.754, 0.000, 0.78955078125, 0.0322265625, 0.00322265625, 0.0064453125 
1502799829.846845, 0.081, 0.780, 1.518, 1.540, 68, 0.081, 0.780, 0.000, 0.812109375, 0.0064453125, 0.0, 0.0 
1502799829.948064, 0.184, 0.754, 1.473, 1.470, 0, 0.184, 0.754, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799830.049299, 0.074, 0.838, 1.602, 1.563, 96, 0.074, 0.838, 0.000, 0.837890625, 0.04189453125, 0.0064453125, 0.0064453125 
1502799830.150502, 0.709, 0.757, 1.457, 1.457, 31, 0.709, 0.757, 0.000, 0.80244140625, 0.05478515625, 0.01611328125, 0.02578125 
1502799830.251732, 0.090, 0.754, 1.470, 1.470, 11, 0.090, 0.754, 0.000, 0.7798828125, 0.0064453125, 0.0, 0.00322265625 
1502799830.352933, 0.000, 0.767, 1.473, 1.450, 18, 0.000, 0.767, 0.000, 0.79921875, 0.01611328125, 0.00322265625, 0.00322265625 
1502799830.454129, 0.103, 0.851, 1.624, 1.605, 128, 0.103, 0.851, 0.000, 0.837890625, 0.038671875, 0.012890625, 0.01611328125 
1502799830.555354, 0.203, 0.812, 1.576, 1.576, 88, 0.203, 0.812, 0.000, 0.82822265625, 0.0515625, 0.04189453125, 0.038671875 
1502799830.656998, 0.751, 0.786, 1.534, 1.502, 88, 0.751, 0.786, 0.000, 0.8185546875, 0.05478515625, 0.02578125, 0.02578125 
1502799830.758739, 0.728, 0.819, 1.576, 1.550, 88, 0.728, 0.819, 0.000, 0.82177734375, 0.02900390625, 0.01611328125, 0.01611328125 
1502799830.860176, 0.802, 0.780, 1.540, 1.540, 88, 0.802, 0.780, 0.000, 0.82822265625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799830.961741, 0.645, 0.786, 1.502, 1.502, 88, 0.645, 0.786, 0.000, 0.80244140625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799831.062997, 0.873, 0.799, 1.553, 1.553, 88, 0.873, 0.799, 0.000, 0.82177734375, 0.0322265625, 0.0064453125, 0.012890625 
1502799831.164283, 0.203, 0.780, 1.508, 1.540, 88, 0.203, 0.780, 0.000, 0.8314453125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799831.265510, 0.751, 0.780, 1.511, 1.502, 88, 0.751, 0.780, 0.000, 0.812109375, 0.03544921875, 0.0064453125, 0.0064453125 
1502799831.366880, 0.203, 0.799, 1.544, 1.560, 88, 0.203, 0.799, 0.000, 0.82822265625, 0.04189453125, 0.01611328125, 0.01611328125 
1502799831.468938, 0.873, 0.786, 1.502, 1.492, 88, 0.873, 0.786, 0.000, 0.812109375, 0.03544921875, 0.01611328125, 0.02578125 
1502799831.570699, 0.693, 0.790, 1.550, 1.547, 88, 0.693, 0.790, 0.000, 0.82822265625, 0.05478515625, 0.02578125, 0.02578125 
1502799831.672440, 0.686, 0.780, 1.492, 1.476, 88, 0.686, 0.780, 0.000, 0.80244140625, 0.05478515625, 0.02578125, 0.02578125 
1502799831.774263, 0.767, 0.802, 1.550, 1.553, 88, 0.767, 0.802, 0.000, 0.8185546875, 0.0580078125, 0.02900390625, 0.02900390625 
1502799831.875968, 0.677, 0.780, 1.508, 1.502, 88, 0.677, 0.780, 0.000, 0.812109375, 0.04833984375, 0.02900390625, 0.02900390625 
1502799831.977763, 0.748, 0.802, 1.553, 1.534, 88, 0.748, 0.802, 0.000, 0.812109375, 0.0515625, 0.02578125, 0.02900390625 
1502799832.079655, 0.715, 0.780, 1.511, 1.518, 88, 0.715, 0.780, 0.000, 0.82177734375, 0.0515625, 0.02578125, 0.02578125 
1502799832.181404, 0.819, 0.802, 1.534, 1.492, 88, 0.819, 0.802, 0.000, 0.80244140625, 0.0322265625, 0.00322265625, 0.0064453125 
1502799832.283186, 0.677, 0.802, 1.553, 1.550, 88, 0.677, 0.802, 0.000, 0.812109375, 0.038671875, 0.01611328125, 0.01611328125 
1502799832.384910, 0.883, 0.780, 1.508, 1.492, 88, 0.883, 0.780, 0.000, 0.812109375, 0.02900390625, 0.01611328125, 0.02578125 
1502799832.487199, 0.699, 0.786, 1.508, 1.502, 88, 0.699, 0.786, 0.000, 0.82177734375, 0.02578125, 0.01611328125, 0.01611328125 
1502799832.589184, 0.780, 0.812, 1.502, 1.511, 88, 0.780, 0.812, 0.000, 0.80244140625, 0.0580078125, 0.0322265625, 0.0322265625 
1502799832.690925, 0.677, 0.780, 1.518, 1.534, 88, 0.677, 0.780, 0.000, 0.8185546875, 0.038671875, 0.02900390625, 0.02900390625 
1502799832.792754, 0.935, 0.780, 1.511, 1.476, 88, 0.935, 0.780, 0.000, 0.79921875, 0.04189453125, 0.02578125, 0.02900390625 
1502799832.894526, 0.693, 0.812, 1.563, 1.550, 88, 0.693, 0.812, 0.000, 0.8185546875, 0.038671875, 0.02578125, 0.02578125 
1502799832.996288, 0.725, 0.777, 1.534, 1.540, 88, 0.725, 0.777, 0.000, 0.812109375, 0.038671875, 0.01611328125, 0.01611328125 
1502799833.098021, 0.686, 0.780, 1.508, 1.492, 88, 0.686, 0.780, 0.000, 0.812109375, 0.0580078125, 0.02578125, 0.02578125 
1502799833.199858, 0.722, 0.812, 1.544, 1.534, 88, 0.722, 0.812, 0.000, 0.80244140625, 0.03544921875, 0.01611328125, 0.01611328125 
1502799833.301589, 0.648, 0.777, 1.492, 1.502, 88, 0.648, 0.777, 0.000, 0.82822265625, 0.02900390625, 0.012890625, 0.0064453125 
1502799833.403420, 0.780, 0.780, 1.560, 1.511, 88, 0.780, 0.780, 0.000, 0.80244140625, 0.04189453125, 0.01611328125, 0.01611328125 
1502799833.507259, 0.693, 0.777, 1.502, 1.502, 88, 0.693, 0.777, 0.000, 0.812109375, 0.04833984375, 0.02578125, 0.01611328125 
1502799833.608958, 0.751, 0.799, 1.553, 1.553, 88, 0.751, 0.799, 0.000, 0.79921875, 0.04189453125, 0.02578125, 0.02900390625 
1502799833.710272, 0.812, 0.812, 1.560, 1.560, 88, 0.812, 0.812, 0.000, 0.812109375, 0.02900390625, 0.02578125, 0.02578125 
1502799833.811661, 0.677, 0.786, 1.511, 1.492, 88, 0.677, 0.786, 0.000, 0.80244140625, 0.05478515625, 0.02578125, 0.02578125 
1502799833.912931, 0.812, 0.780, 1.511, 1.476, 88, 0.812, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.02578125, 0.02900390625 
1502799834.014479, 0.180, 0.780, 1.502, 1.511, 88, 0.180, 0.780, 0.000, 0.812109375, 0.02578125, 0.02900390625, 0.02578125 
1502799834.115834, 0.889, 0.770, 1.502, 1.511, 88, 0.889, 0.770, 0.000, 0.812109375, 0.04189453125, 0.02578125, 0.02900390625 
1502799834.217135, 0.171, 0.777, 1.518, 1.534, 88, 0.171, 0.777, 0.000, 0.82822265625, 0.0515625, 0.02900390625, 0.02578125 
1502799834.318388, 0.780, 0.780, 1.502, 1.502, 88, 0.780, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.01611328125, 0.02578125 
1502799834.419651, 0.645, 0.786, 1.534, 1.544, 88, 0.645, 0.786, 0.000, 0.812109375, 0.02900390625, 0.01611328125, 0.01611328125 
1502799834.520990, 0.838, 0.777, 1.492, 1.476, 83, 0.838, 0.777, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.01611328125 
1502799834.622628, 0.738, 0.828, 1.602, 1.576, 118, 0.738, 0.828, 0.000, 0.837890625, 0.03544921875, 0.02900390625, 0.02900390625 
1502799834.723944, 0.719, 0.757, 1.492, 1.470, 9, 0.719, 0.757, 0.000, 0.7798828125, 0.01611328125, 0.01611328125, 0.01611328125 
1502799834.825206, 0.203, 0.812, 1.540, 1.502, 86, 0.203, 0.812, 0.000, 0.79921875, 0.03544921875, 0.012890625, 0.012890625 
1502799834.926445, 0.802, 0.851, 1.579, 1.553, 128, 0.802, 0.851, 0.000, 0.812109375, 0.0580078125, 0.03544921875, 0.03544921875 
1502799835.027638, 0.748, 0.802, 1.540, 1.508, 92, 0.748, 0.802, 0.000, 0.812109375, 0.04189453125, 0.02900390625, 0.02900390625 
1502799835.128910, 0.686, 0.754, 1.473, 1.476, 65, 0.686, 0.754, 0.000, 0.78955078125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799835.230109, 0.651, 0.780, 1.534, 1.511, 98, 0.651, 0.780, 0.000, 0.812109375, 0.0515625, 0.02578125, 0.02578125 
1502799835.331279, 0.699, 0.757, 1.470, 1.470, 22, 0.699, 0.757, 0.000, 0.7798828125, 0.04189453125, 0.012890625, 0.012890625 
1502799835.432458, 0.139, 0.757, 1.492, 1.473, 0, 0.139, 0.757, 0.000, 0.7798828125, 0.0064453125, 0.0, 0.0 
1502799835.533922, 0.645, 0.838, 1.605, 1.553, 96, 0.645, 0.838, 0.000, 0.82177734375, 0.0580078125, 0.0322265625, 0.0322265625 
1502799835.635261, 0.728, 0.822, 1.560, 1.534, 96, 0.728, 0.822, 0.000, 0.7798828125, 0.0322265625, 0.02578125, 0.02900390625 
1502799835.736747, 0.751, 0.786, 1.492, 1.492, 96, 0.751, 0.786, 0.000, 0.79921875, 0.0322265625, 0.02578125, 0.01611328125 
1502799835.838139, 0.754, 0.799, 1.502, 1.492, 96, 0.754, 0.799, 0.000, 0.7798828125, 0.0451171875, 0.01611328125, 0.01611328125 
1502799835.939879, 0.677, 0.790, 1.508, 1.492, 96, 0.677, 0.790, 0.000, 0.812109375, 0.01611328125, 0.0064453125, 0.00322265625 
1502799836.041224, 0.812, 0.777, 1.502, 1.492, 96, 0.812, 0.777, 0.000, 0.79921875, 0.02900390625, 0.01611328125, 0.01611328125 
1502799836.142474, 0.738, 0.802, 1.553, 1.553, 96, 0.738, 0.802, 0.000, 0.812109375, 0.038671875, 0.01611328125, 0.01611328125 
1502799836.243762, 0.857, 0.780, 1.492, 1.476, 96, 0.857, 0.780, 0.000, 0.80244140625, 0.05478515625, 0.01611328125, 0.02578125 
1502799836.344959, 0.802, 0.812, 1.560, 1.553, 96, 0.802, 0.812, 0.000, 0.812109375, 0.0322265625, 0.01611328125, 0.01611328125 
1502799836.446158, 0.838, 0.780, 1.553, 1.553, 96, 0.838, 0.780, 0.000, 0.80244140625, 0.038671875, 0.02578125, 0.02578125 
1502799836.547952, 0.822, 0.799, 1.563, 1.492, 96, 0.822, 0.799, 0.000, 0.812109375, 0.04189453125, 0.02578125, 0.02578125 
1502799836.649784, 0.880, 0.812, 1.534, 1.511, 96, 0.880, 0.812, 0.000, 0.80244140625, 0.0322265625, 0.02578125, 0.02900390625 
1502799836.751526, 0.822, 0.822, 1.511, 1.502, 96, 0.822, 0.822, 0.000, 0.82177734375, 0.038671875, 0.01611328125, 0.01611328125 
1502799836.853298, 0.828, 0.780, 1.502, 1.476, 96, 0.828, 0.780, 0.000, 0.812109375, 0.038671875, 0.02578125, 0.02578125 
1502799836.955403, 0.831, 0.780, 1.502, 1.502, 96, 0.831, 0.780, 0.000, 0.82177734375, 0.02900390625, 0.01611328125, 0.012890625 
1502799837.057253, 0.851, 0.780, 1.502, 1.511, 96, 0.851, 0.780, 0.000, 0.8185546875, 0.04189453125, 0.0064453125, 0.012890625 
1502799837.159163, 0.812, 0.780, 1.518, 1.534, 96, 0.812, 0.780, 0.000, 0.8314453125, 0.0322265625, 0.01611328125, 0.01611328125 
1502799837.260935, 0.799, 0.780, 1.544, 1.547, 96, 0.799, 0.780, 0.000, 0.82822265625, 0.02900390625, 0.01611328125, 0.02578125 
1502799837.362675, 0.838, 0.780, 1.508, 1.511, 96, 0.838, 0.780, 0.000, 0.8314453125, 0.038671875, 0.01611328125, 0.02578125 
1502799837.464410, 0.802, 0.777, 1.502, 1.511, 96, 0.802, 0.777, 0.000, 0.812109375, 0.05478515625, 0.02900390625, 0.02900390625 
1502799837.566145, 0.802, 0.799, 1.502, 1.476, 96, 0.802, 0.799, 0.000, 0.812109375, 0.02900390625, 0.02900390625, 0.02900390625 
1502799837.667873, 0.754, 0.799, 1.511, 1.492, 96, 0.754, 0.799, 0.000, 0.812109375, 0.03544921875, 0.02578125, 0.02578125 
1502799837.769871, 0.819, 0.802, 1.518, 1.492, 96, 0.819, 0.802, 0.000, 0.812109375, 0.04189453125, 0.01611328125, 0.01611328125 
1502799837.872048, 0.754, 0.780, 1.492, 1.476, 96, 0.754, 0.780, 0.000, 0.80244140625, 0.04189453125, 0.02578125, 0.02578125 
1502799837.974003, 0.757, 0.819, 1.518, 1.492, 96, 0.757, 0.819, 0.000, 0.812109375, 0.0322265625, 0.01611328125, 0.01611328125 
1502799838.075752, 0.686, 0.802, 1.553, 1.534, 96, 0.686, 0.802, 0.000, 0.79921875, 0.02900390625, 0.01611328125, 0.01611328125 
1502799838.177503, 0.754, 0.780, 1.492, 1.502, 96, 0.754, 0.780, 0.000, 0.812109375, 0.02900390625, 0.02578125, 0.01611328125 
1502799838.279342, 0.677, 0.780, 1.502, 1.502, 96, 0.677, 0.780, 0.000, 0.78955078125, 0.02900390625, 0.012890625, 0.01611328125 
1502799838.381034, 0.709, 0.780, 1.511, 1.476, 96, 0.709, 0.780, 0.000, 0.812109375, 0.02900390625, 0.01611328125, 0.01611328125 
1502799838.483121, 0.664, 0.780, 1.492, 1.492, 96, 0.664, 0.780, 0.000, 0.80244140625, 0.0515625, 0.02578125, 0.02578125 
1502799838.584980, 0.751, 0.790, 1.492, 1.492, 96, 0.751, 0.790, 0.000, 0.80244140625, 0.0451171875, 0.02578125, 0.02900390625 
1502799838.686810, 0.677, 0.790, 1.502, 1.473, 96, 0.677, 0.790, 0.000, 0.786328125, 0.038671875, 0.02578125, 0.02578125 
1502799838.788751, 0.738, 0.802, 1.511, 1.492, 96, 0.738, 0.802, 0.000, 0.812109375, 0.02900390625, 0.01611328125, 0.02578125 
1502799838.890466, 0.693, 0.819, 1.560, 1.502, 96, 0.693, 0.819, 0.000, 0.80244140625, 0.02900390625, 0.01611328125, 0.01611328125 
1502799838.992355, 0.802, 0.812, 1.540, 1.511, 96, 0.802, 0.812, 0.000, 0.812109375, 0.0322265625, 0.012890625, 0.012890625 
